row,sample
21710,development
21711,development
21712,holdout
21713,development
21714,development
21715,development
21716,holdout
21717,development
21718,development
21719,development
21720,development
21721,holdout
21722,development
21723,development
21724,development
21725,development
21726,development
21727,development
21728,holdout
21729,development
21730,development
21731,holdout
21732,holdout
21733,holdout
21734,holdout
21735,development
21736,holdout
21737,development
21738,holdout
21739,development
21740,holdout
21741,development
21742,holdout
21743,development
21744,holdout
21745,development
21746,holdout
21747,holdout
21748,development
21749,development
21750,holdout
21751,development
21752,development
21753,development
21754,development
21755,development
21756,development
21757,holdout
21758,development
21759,holdout
21760,development
21761,development
21762,holdout
21763,development
21764,holdout
21765,holdout
21766,development
21767,development
21768,development
21769,development
21770,development
21771,holdout
21772,development
21773,development
21774,development
21775,development
21776,development
21777,development
21778,holdout
21779,development
21780,development
21781,development
21782,development
21783,development
21784,holdout
21785,development
21786,holdout
21787,development
21788,development
21789,development
21790,development
21791,development
21792,development
21793,holdout
21794,development
21795,development
21796,development
21797,holdout
21798,development
21799,development
21800,development
21801,development
21802,development
21803,development
21804,development
21805,development
21806,development
21807,development
21808,development
21809,development
21810,development
21811,development
21812,holdout
21813,development
21814,development
21815,development
21816,holdout
21817,holdout
21818,development
21819,holdout
21820,development
21821,development
21822,holdout
21823,holdout
21824,development
21825,holdout
21826,development
21827,development
21828,development
21829,development
21830,development
21831,development
21832,development
21833,development
21834,development
21835,development
21836,development
21837,development
21838,holdout
21839,development
21840,development
21841,development
21842,development
21843,holdout
21844,holdout
21845,development
21846,development
21847,development
21848,development
21849,development
21850,development
21851,development
21852,development
21853,holdout
21854,development
21855,development
21856,development
21857,holdout
21858,holdout
21859,development
21860,development
21861,holdout
21862,development
21863,development
21864,holdout
21865,development
21866,development
21867,development
21868,holdout
21869,holdout
21870,development
21871,holdout
21872,development
21873,development
21874,development
21875,development
21876,development
21877,holdout
21878,development
21879,development
21880,development
21881,development
